Topic,Model1,Model2,AverageSimilarity
48,flan_snp,openai4m_snp,0.65675867
48,flan_snp,openai4o_lnp,0.5223999
48,flan_snp,openai4o_snp,0.6224976
48,openai4m_lnp,flan_lnp,0.52808464
48,openai4m_lnp,flan_snp,0.52808464
48,openai4m_lnp,openai4m_lnp,0.7544939
48,openai4m_lnp,openai4m_snp,0.4901616
48,openai4m_lnp,openai4o_lnp,0.74767184
48,openai4m_lnp,openai4o_snp,0.51725024
48,openai4m_snp,flan_lnp,0.65675867
48,openai4m_snp,flan_snp,0.65675867
48,openai4m_snp,openai4m_lnp,0.49016154
48,openai4m_snp,openai4m_snp,0.61261183
48,openai4m_snp,openai4o_lnp,0.48648074
48,openai4m_snp,openai4o_snp,0.6066841
48,openai4o_lnp,flan_lnp,0.52239984
48,openai4o_lnp,flan_snp,0.52239984
48,openai4o_lnp,openai4m_lnp,0.7476717
48,openai4o_lnp,openai4m_snp,0.48648074
48,openai4o_lnp,openai4o_lnp,0.74683917
48,openai4o_lnp,openai4o_snp,0.51278126
48,openai4o_snp,flan_lnp,0.62249774
48,openai4o_snp,flan_snp,0.62249774
48,openai4o_snp,openai4m_lnp,0.5172503
48,openai4o_snp,openai4m_snp,0.6066841
48,openai4o_snp,openai4o_lnp,0.51278126
48,openai4o_snp,openai4o_snp,0.6565321
49,flan_lnp,flan_lnp,0.81719756
49,flan_lnp,flan_snp,0.81719756
49,flan_lnp,openai4m_lnp,0.8046579
49,flan_lnp,openai4m_snp,0.80765504
49,flan_lnp,openai4o_lnp,0.65768653
49,flan_lnp,openai4o_snp,0.76831454
49,flan_snp,flan_lnp,0.81719756
49,flan_snp,flan_snp,0.81719756
49,flan_snp,openai4m_lnp,0.8046579
49,flan_snp,openai4m_snp,0.80765504
49,flan_snp,openai4o_lnp,0.65768653
49,flan_snp,openai4o_snp,0.76831454
49,openai4m_lnp,flan_lnp,0.8046579
49,openai4m_lnp,flan_snp,0.8046579
49,openai4m_lnp,openai4m_lnp,0.80700433
49,openai4m_lnp,openai4m_snp,0.8037915
49,openai4m_lnp,openai4o_lnp,0.66965103
49,openai4m_lnp,openai4o_snp,0.75738406
49,openai4m_snp,flan_lnp,0.80765504
49,openai4m_snp,flan_snp,0.80765504
49,openai4m_snp,openai4m_lnp,0.8037915
49,openai4m_snp,openai4m_snp,0.81286705
49,openai4m_snp,openai4o_lnp,0.66699934
49,openai4m_snp,openai4o_snp,0.7652408
49,openai4o_lnp,flan_lnp,0.6576865
49,openai4o_lnp,flan_snp,0.6576865
49,openai4o_lnp,openai4m_lnp,0.66965103
49,openai4o_lnp,openai4m_snp,0.66699934
49,openai4o_lnp,openai4o_lnp,0.73709005
49,openai4o_lnp,openai4o_snp,0.62418723
49,openai4o_snp,flan_lnp,0.76831454
49,openai4o_snp,flan_snp,0.76831454
49,openai4o_snp,openai4m_lnp,0.75738406
49,openai4o_snp,openai4m_snp,0.7652408
49,openai4o_snp,openai4o_lnp,0.62418723
49,openai4o_snp,openai4o_snp,0.74565375
50,flan_lnp,flan_lnp,0.8755943
50,flan_lnp,flan_snp,0.8755943
50,flan_lnp,openai4m_lnp,0.23569503
50,flan_lnp,openai4m_snp,0.2259128
50,flan_lnp,openai4o_lnp,0.28011113
50,flan_lnp,openai4o_snp,0.20088407
50,flan_snp,flan_lnp,0.8755943
50,flan_snp,flan_snp,0.8755943
50,flan_snp,openai4m_lnp,0.23569503
50,flan_snp,openai4m_snp,0.2259128
50,flan_snp,openai4o_lnp,0.28011113
50,flan_snp,openai4o_snp,0.20088407
50,openai4m_lnp,flan_lnp,0.23569503
50,openai4m_lnp,flan_snp,0.23569503
50,openai4m_lnp,openai4m_lnp,0.6923778
50,openai4m_lnp,openai4m_snp,0.65837824
50,openai4m_lnp,openai4o_lnp,0.59459907
50,openai4m_lnp,openai4o_snp,0.61735374
50,openai4m_snp,flan_lnp,0.2259128
50,openai4m_snp,flan_snp,0.2259128
50,openai4m_snp,openai4m_lnp,0.65837824
50,openai4m_snp,openai4m_snp,0.7690733
50,openai4m_snp,openai4o_lnp,0.5358596
50,openai4m_snp,openai4o_snp,0.71646094
50,openai4o_lnp,flan_lnp,0.28011116
50,openai4o_lnp,flan_snp,0.28011116
50,openai4o_lnp,openai4m_lnp,0.594599
50,openai4o_lnp,openai4m_snp,0.5358597
50,openai4o_lnp,openai4o_lnp,0.64344674
50,openai4o_lnp,openai4o_snp,0.51496583
50,openai4o_snp,flan_lnp,0.20088409
50,openai4o_snp,flan_snp,0.20088409
50,openai4o_snp,openai4m_lnp,0.61735374
50,openai4o_snp,openai4m_snp,0.716461
50,openai4o_snp,openai4o_lnp,0.51496583
50,openai4o_snp,openai4o_snp,0.67871475
51,flan_lnp,flan_lnp,0.8828772
51,flan_lnp,flan_snp,0.8828772
51,flan_lnp,openai4m_lnp,0.33747628
51,flan_lnp,openai4m_snp,0.3841598
51,flan_lnp,openai4o_lnp,0.32114905
51,flan_lnp,openai4o_snp,0.3834286
51,flan_snp,flan_lnp,0.8828772
51,flan_snp,flan_snp,0.8828772
51,flan_snp,openai4m_lnp,0.33747628
51,flan_snp,openai4m_snp,0.3841598
51,flan_snp,openai4o_lnp,0.32114905
51,flan_snp,openai4o_snp,0.3834286
51,openai4m_lnp,flan_lnp,0.33747622
51,openai4m_lnp,flan_snp,0.33747622
51,openai4m_lnp,openai4m_lnp,0.79919004
51,openai4m_lnp,openai4m_snp,0.6807131
51,openai4m_lnp,openai4o_lnp,0.8077989
51,openai4m_lnp,openai4o_snp,0.68855786
51,openai4m_snp,flan_lnp,0.3841598
51,openai4m_snp,flan_snp,0.3841598
51,openai4m_snp,openai4m_lnp,0.6807131
51,openai4m_snp,openai4m_snp,0.7505013
51,openai4m_snp,openai4o_lnp,0.6965323
51,openai4m_snp,openai4o_snp,0.7719765
51,openai4o_lnp,flan_lnp,0.32114905
51,openai4o_lnp,flan_snp,0.32114905
51,openai4o_lnp,openai4m_lnp,0.8077989
51,openai4o_lnp,openai4m_snp,0.6965323
51,openai4o_lnp,openai4o_lnp,0.8278792
51,openai4o_lnp,openai4o_snp,0.70582086
51,openai4o_snp,flan_lnp,0.38342857
51,openai4o_snp,flan_snp,0.38342857
51,openai4o_snp,openai4m_lnp,0.68855786
51,openai4o_snp,openai4m_snp,0.7719765
51,openai4o_snp,openai4o_lnp,0.7058209
51,openai4o_snp,openai4o_snp,0.80008817
52,flan_lnp,flan_lnp,0.86023164
52,flan_lnp,flan_snp,0.8568263
52,flan_lnp,openai4m_lnp,0.722051
52,flan_lnp,openai4m_snp,0.75336236
52,flan_lnp,openai4o_lnp,0.7136403
52,flan_lnp,openai4o_snp,0.7095581
52,flan_snp,flan_lnp,0.8568264
52,flan_snp,flan_snp,0.86247575
52,flan_snp,openai4m_lnp,0.71515715
52,flan_snp,openai4m_snp,0.7583768
52,flan_snp,openai4o_lnp,0.70618486
52,flan_snp,openai4o_snp,0.7195431
52,openai4m_lnp,flan_lnp,0.722051
52,openai4m_lnp,flan_snp,0.7151571
52,openai4m_lnp,openai4m_lnp,0.82220507
52,openai4m_lnp,openai4m_snp,0.67674094
52,openai4m_lnp,openai4o_lnp,0.8304019
52,openai4m_lnp,openai4o_snp,0.6355767
52,openai4m_snp,flan_lnp,0.75336236
52,openai4m_snp,flan_snp,0.7583768
52,openai4m_snp,openai4m_lnp,0.67674094
52,openai4m_snp,openai4m_snp,0.8224315
52,openai4m_snp,openai4o_lnp,0.6663801
52,openai4m_snp,openai4o_snp,0.7157988
52,openai4o_lnp,flan_lnp,0.7136403
52,openai4o_lnp,flan_snp,0.70618486
52,openai4o_lnp,openai4m_lnp,0.8304019
52,openai4o_lnp,openai4m_snp,0.6663801
52,openai4o_lnp,openai4o_lnp,0.8449072
52,openai4o_lnp,openai4o_snp,0.6222272
52,openai4o_snp,flan_lnp,0.709558
52,openai4o_snp,flan_snp,0.7195431
52,openai4o_snp,openai4m_lnp,0.63557667
52,openai4o_snp,openai4m_snp,0.7157988
52,openai4o_snp,openai4o_lnp,0.6222272
52,openai4o_snp,openai4o_snp,0.6953054
53,flan_lnp,flan_lnp,1.0
53,flan_lnp,flan_snp,1.0
53,flan_lnp,openai4m_lnp,0.8257916
53,flan_lnp,openai4m_snp,0.87683755
53,flan_lnp,openai4o_lnp,0.77770233
53,flan_lnp,openai4o_snp,0.80685633
53,flan_snp,flan_lnp,1.0
53,flan_snp,flan_snp,1.0
53,flan_snp,openai4m_lnp,0.8257916
53,flan_snp,openai4m_snp,0.87683755
53,flan_snp,openai4o_lnp,0.77770233
53,flan_snp,openai4o_snp,0.80685633
53,openai4m_lnp,flan_lnp,0.8257917
53,openai4m_lnp,flan_snp,0.8257917
53,openai4m_lnp,openai4m_lnp,0.86748093
53,openai4m_lnp,openai4m_snp,0.7885521
53,openai4m_lnp,openai4o_lnp,0.8300575
53,openai4m_lnp,openai4o_snp,0.75272566
53,openai4m_snp,flan_lnp,0.8768375
53,openai4m_snp,flan_snp,0.8768375
53,openai4m_snp,openai4m_lnp,0.7885521
53,openai4m_snp,openai4m_snp,0.9310579
53,openai4m_snp,openai4o_lnp,0.7681759
53,openai4m_snp,openai4o_snp,0.79704314
53,openai4o_lnp,flan_lnp,0.77770233
53,openai4o_lnp,flan_snp,0.77770233
53,openai4o_lnp,openai4m_lnp,0.83005744
53,openai4o_lnp,openai4m_snp,0.76817584
53,openai4o_lnp,openai4o_lnp,0.8427362
53,openai4o_lnp,openai4o_snp,0.7405812
53,openai4o_snp,flan_lnp,0.80685633
53,openai4o_snp,flan_snp,0.80685633
53,openai4o_snp,openai4m_lnp,0.75272566
53,openai4o_snp,openai4m_snp,0.79704314
53,openai4o_snp,openai4o_lnp,0.7405812
53,openai4o_snp,openai4o_snp,0.8206255
54,flan_lnp,flan_lnp,1.0000001
54,flan_lnp,flan_snp,1.0000001
54,flan_lnp,openai4m_lnp,0.6670748
54,flan_lnp,openai4m_snp,0.3900219
54,flan_lnp,openai4o_lnp,0.7680309
54,flan_lnp,openai4o_snp,0.37087157
54,flan_snp,flan_lnp,1.0000001
54,flan_snp,flan_snp,1.0000001
54,flan_snp,openai4m_lnp,0.6670748
54,flan_snp,openai4m_snp,0.3900219
54,flan_snp,openai4o_lnp,0.7680309
54,flan_snp,openai4o_snp,0.37087157
54,openai4m_lnp,flan_lnp,0.66707474
54,openai4m_lnp,flan_snp,0.66707474
54,openai4m_lnp,openai4m_lnp,0.8920064
54,openai4m_lnp,openai4m_snp,0.43719512
54,openai4m_lnp,openai4o_lnp,0.8097275
54,openai4m_lnp,openai4o_snp,0.40754622
54,openai4m_snp,flan_lnp,0.3900219
54,openai4m_snp,flan_snp,0.3900219
54,openai4m_snp,openai4m_lnp,0.4371952
54,openai4m_snp,openai4m_snp,0.86179245
54,openai4m_snp,openai4o_lnp,0.46382195
54,openai4m_snp,openai4o_snp,0.85877776
54,openai4o_lnp,flan_lnp,0.7680309
54,openai4o_lnp,flan_snp,0.7680309
54,openai4o_lnp,openai4m_lnp,0.8097275
54,openai4o_lnp,openai4m_snp,0.46382195
54,openai4o_lnp,openai4o_lnp,0.8812145
54,openai4o_lnp,openai4o_snp,0.43446556
54,openai4o_snp,flan_lnp,0.37087157
54,openai4o_snp,flan_snp,0.37087157
54,openai4o_snp,openai4m_lnp,0.40754622
54,openai4o_snp,openai4m_snp,0.85877776
54,openai4o_snp,openai4o_lnp,0.4344656
54,openai4o_snp,openai4o_snp,0.8730919
55,flan_lnp,flan_lnp,0.77149737
55,flan_lnp,flan_snp,0.77149737
55,flan_lnp,openai4m_lnp,0.64108896
55,flan_lnp,openai4m_snp,0.51167345
55,flan_lnp,openai4o_lnp,0.56738067
55,flan_lnp,openai4o_snp,0.5124703
55,flan_snp,flan_lnp,0.77149737
55,flan_snp,flan_snp,0.77149737
55,flan_snp,openai4m_lnp,0.64108896
55,flan_snp,openai4m_snp,0.51167345
55,flan_snp,openai4o_lnp,0.56738067
55,flan_snp,openai4o_snp,0.5124703
55,openai4m_lnp,flan_lnp,0.64108896
55,openai4m_lnp,flan_snp,0.64108896
55,openai4m_lnp,openai4m_lnp,0.6613895
55,openai4m_lnp,openai4m_snp,0.5965184
55,openai4m_lnp,openai4o_lnp,0.6115374
55,openai4m_lnp,openai4o_snp,0.5914626
55,openai4m_snp,flan_lnp,0.51167345
55,openai4m_snp,flan_snp,0.51167345
55,openai4m_snp,openai4m_lnp,0.5965184
55,openai4m_snp,openai4m_snp,0.7095836
55,openai4m_snp,openai4o_lnp,0.6009183
55,openai4m_snp,openai4o_snp,0.64342505
55,openai4o_lnp,flan_lnp,0.56738067
55,openai4o_lnp,flan_snp,0.56738067
55,openai4o_lnp,openai4m_lnp,0.61153734
55,openai4o_lnp,openai4m_snp,0.6009183
55,openai4o_lnp,openai4o_lnp,0.6961604
55,openai4o_lnp,openai4o_snp,0.6073165
55,openai4o_snp,flan_lnp,0.5124703
55,openai4o_snp,flan_snp,0.5124703
55,openai4o_snp,openai4m_lnp,0.59146255
55,openai4o_snp,openai4m_snp,0.64342517
55,openai4o_snp,openai4o_lnp,0.6073165
55,openai4o_snp,openai4o_snp,0.659957
56,flan_lnp,flan_lnp,0.7537286
56,flan_lnp,flan_snp,0.49779117
56,flan_lnp,openai4m_lnp,0.7251755
56,flan_lnp,openai4m_snp,0.47170016
56,flan_lnp,openai4o_lnp,0.6031789
56,flan_lnp,openai4o_snp,0.56333655
56,flan_snp,flan_lnp,0.49779117
56,flan_snp,flan_snp,0.7793254
56,flan_snp,openai4m_lnp,0.458227
56,flan_snp,openai4m_snp,0.5816743
56,flan_snp,openai4o_lnp,0.40999785
56,flan_snp,openai4o_snp,0.643652
56,openai4m_lnp,flan_lnp,0.7251755
56,openai4m_lnp,flan_snp,0.458227
56,openai4m_lnp,openai4m_lnp,0.7286435
56,openai4m_lnp,openai4m_snp,0.4729309
56,openai4m_lnp,openai4o_lnp,0.61025614
56,openai4m_lnp,openai4o_snp,0.55113435
56,openai4m_snp,flan_lnp,0.47170016
56,openai4m_snp,flan_snp,0.5816743
56,openai4m_snp,openai4m_lnp,0.4729309
56,openai4m_snp,openai4m_snp,0.62873316
56,openai4m_snp,openai4o_lnp,0.43886825
56,openai4m_snp,openai4o_snp,0.6611197
56,openai4o_lnp,flan_lnp,0.60317886
56,openai4o_lnp,flan_snp,0.40999785
56,openai4o_lnp,openai4m_lnp,0.6102562
56,openai4o_lnp,openai4m_snp,0.43886822
56,openai4o_lnp,openai4o_lnp,0.64120626
56,openai4o_lnp,openai4o_snp,0.47196713
56,openai4o_snp,flan_lnp,0.56333655
56,openai4o_snp,flan_snp,0.643652
56,openai4o_snp,openai4m_lnp,0.55113435
56,openai4o_snp,openai4m_snp,0.6611197
56,openai4o_snp,openai4o_lnp,0.47196713
56,openai4o_snp,openai4o_snp,0.7893233
57,flan_lnp,flan_lnp,0.77453583
57,flan_lnp,flan_snp,0.77453583
57,flan_lnp,openai4m_lnp,0.37599015
57,flan_lnp,openai4m_snp,0.40987813
57,flan_lnp,openai4o_lnp,0.37050804
57,flan_lnp,openai4o_snp,0.40896836
57,flan_snp,flan_lnp,0.77453583
57,flan_snp,flan_snp,0.77453583
57,flan_snp,openai4m_lnp,0.37599015
57,flan_snp,openai4m_snp,0.40987813
57,flan_snp,openai4o_lnp,0.37050804
57,flan_snp,openai4o_snp,0.40896836
57,openai4m_lnp,flan_lnp,0.37599015
57,openai4m_lnp,flan_snp,0.37599015
57,openai4m_lnp,openai4m_lnp,0.7785724
57,openai4m_lnp,openai4m_snp,0.68236923
57,openai4m_lnp,openai4o_lnp,0.76762277
57,openai4m_lnp,openai4o_snp,0.68052757
57,openai4m_snp,flan_lnp,0.40987808
57,openai4m_snp,flan_snp,0.40987808
57,openai4m_snp,openai4m_lnp,0.68236923
57,openai4m_snp,openai4m_snp,0.80484694
57,openai4m_snp,openai4o_lnp,0.6622004
57,openai4m_snp,openai4o_snp,0.7997859
57,openai4o_lnp,flan_lnp,0.37050804
57,openai4o_lnp,flan_snp,0.37050804
57,openai4o_lnp,openai4m_lnp,0.76762277
57,openai4o_lnp,openai4m_snp,0.6622004
57,openai4o_lnp,openai4o_lnp,0.7611367
57,openai4o_lnp,openai4o_snp,0.6604148
57,openai4o_snp,flan_lnp,0.40896836
57,openai4o_snp,flan_snp,0.40896836
57,openai4o_snp,openai4m_lnp,0.6805275
57,openai4o_snp,openai4m_snp,0.7997859
57,openai4o_snp,openai4o_lnp,0.6604148
57,openai4o_snp,openai4o_snp,0.7980592
58,flan_lnp,flan_lnp,0.74773467
58,flan_lnp,flan_snp,0.7495951
58,flan_lnp,openai4m_lnp,0.2868375
58,flan_lnp,openai4m_snp,0.5457587
58,flan_lnp,openai4o_lnp,0.28553623
58,flan_lnp,openai4o_snp,0.46716988
58,flan_snp,flan_lnp,0.74959517
58,flan_snp,flan_snp,0.7681935
58,flan_snp,openai4m_lnp,0.27636626
58,flan_snp,openai4m_snp,0.5571312
58,flan_snp,openai4o_lnp,0.27955848
58,flan_snp,openai4o_snp,0.47362447
58,openai4m_lnp,flan_lnp,0.2868375
58,openai4m_lnp,flan_snp,0.27636623
58,openai4m_lnp,openai4m_lnp,0.76861906
58,openai4m_lnp,openai4m_snp,0.35152698
58,openai4m_lnp,openai4o_lnp,0.7079602
58,openai4m_lnp,openai4o_snp,0.3802419
58,openai4m_snp,flan_lnp,0.5457587
58,openai4m_snp,flan_snp,0.5571312
58,openai4m_snp,openai4m_lnp,0.35152698
58,openai4m_snp,openai4m_snp,0.5597238
58,openai4m_snp,openai4o_lnp,0.35932788
58,openai4m_snp,openai4o_snp,0.5121405
58,openai4o_lnp,flan_lnp,0.28553623
58,openai4o_lnp,flan_snp,0.2795585
58,openai4o_lnp,openai4m_lnp,0.7079602
58,openai4o_lnp,openai4m_snp,0.35932788
58,openai4o_lnp,openai4o_lnp,0.6750428
58,openai4o_lnp,openai4o_snp,0.38599548
58,openai4o_snp,flan_lnp,0.46716988
58,openai4o_snp,flan_snp,0.4736245
58,openai4o_snp,openai4m_lnp,0.38024193
58,openai4o_snp,openai4m_snp,0.5121405
58,openai4o_snp,openai4o_lnp,0.38599548
58,openai4o_snp,openai4o_snp,0.5649239
59,flan_lnp,flan_lnp,0.7880536
59,flan_lnp,flan_snp,0.7880536
59,flan_lnp,openai4m_lnp,0.60036856
59,flan_lnp,openai4m_snp,0.564137
59,flan_lnp,openai4o_lnp,0.594152
59,flan_lnp,openai4o_snp,0.63480955
59,flan_snp,flan_lnp,0.7880536
59,flan_snp,flan_snp,0.7880536
59,flan_snp,openai4m_lnp,0.60036856
59,flan_snp,openai4m_snp,0.564137
59,flan_snp,openai4o_lnp,0.594152
59,flan_snp,openai4o_snp,0.63480955
59,openai4m_lnp,flan_lnp,0.6003685
59,openai4m_lnp,flan_snp,0.6003685
59,openai4m_lnp,openai4m_lnp,0.7861479
59,openai4m_lnp,openai4m_snp,0.52677774
59,openai4m_lnp,openai4o_lnp,0.7886928
59,openai4m_lnp,openai4o_snp,0.5097319
59,openai4m_snp,flan_lnp,0.564137
59,openai4m_snp,flan_snp,0.564137
59,openai4m_snp,openai4m_lnp,0.5267778
59,openai4m_snp,openai4m_snp,0.6454828
59,openai4m_snp,openai4o_lnp,0.523444
59,openai4m_snp,openai4o_snp,0.6936733
59,openai4o_lnp,flan_lnp,0.594152
59,openai4o_lnp,flan_snp,0.594152
59,openai4o_lnp,openai4m_lnp,0.78869283
59,openai4o_lnp,openai4m_snp,0.52344406
59,openai4o_lnp,openai4o_lnp,0.79188913
59,openai4o_lnp,openai4o_snp,0.50441897
59,openai4o_snp,flan_lnp,0.63480955
59,openai4o_snp,flan_snp,0.63480955
59,openai4o_snp,openai4m_lnp,0.5097319
59,openai4o_snp,openai4m_snp,0.6936733
59,openai4o_snp,openai4o_lnp,0.504419
59,openai4o_snp,openai4o_snp,0.7834818
60,flan_lnp,flan_lnp,0.8010527
60,flan_lnp,flan_snp,0.8010527
60,flan_lnp,openai4m_lnp,0.43083954
60,flan_lnp,openai4m_snp,0.49402645
60,flan_lnp,openai4o_lnp,0.4371609
60,flan_lnp,openai4o_snp,0.53161085
60,flan_snp,flan_lnp,0.8010527
60,flan_snp,flan_snp,0.8010527
60,flan_snp,openai4m_lnp,0.43083954
60,flan_snp,openai4m_snp,0.49402645
60,flan_snp,openai4o_lnp,0.4371609
60,flan_snp,openai4o_snp,0.53161085
60,openai4m_lnp,flan_lnp,0.43083954
60,openai4m_lnp,flan_snp,0.43083954
60,openai4m_lnp,openai4m_lnp,0.7991916
60,openai4m_lnp,openai4m_snp,0.6801564
60,openai4m_lnp,openai4o_lnp,0.8011937
60,openai4m_lnp,openai4o_snp,0.678745
60,openai4m_snp,flan_lnp,0.49402648
60,openai4m_snp,flan_snp,0.49402648
60,openai4m_snp,openai4m_lnp,0.6801564
60,openai4m_snp,openai4m_snp,0.82085246
60,openai4m_snp,openai4o_lnp,0.66042435
60,openai4m_snp,openai4o_snp,0.7328412
60,openai4o_lnp,flan_lnp,0.43716088
60,openai4o_lnp,flan_snp,0.43716088
60,openai4o_lnp,openai4m_lnp,0.8011937
60,openai4o_lnp,openai4m_snp,0.66042435
60,openai4o_lnp,openai4o_lnp,0.8130376
60,openai4o_lnp,openai4o_snp,0.6834123
60,openai4o_snp,flan_lnp,0.53161085
60,openai4o_snp,flan_snp,0.53161085
60,openai4o_snp,openai4m_lnp,0.67874503
60,openai4o_snp,openai4m_snp,0.7328412
60,openai4o_snp,openai4o_lnp,0.6834124
60,openai4o_snp,openai4o_snp,0.7671697
61,flan_lnp,flan_lnp,0.84843856
61,flan_lnp,flan_snp,0.84843856
61,flan_lnp,openai4m_lnp,0.4217889
61,flan_lnp,openai4m_snp,0.61404717
61,flan_lnp,openai4o_lnp,0.3911197
61,flan_lnp,openai4o_snp,0.55653566
61,flan_snp,flan_lnp,0.84843856
61,flan_snp,flan_snp,0.84843856
61,flan_snp,openai4m_lnp,0.4217889
61,flan_snp,openai4m_snp,0.61404717
61,flan_snp,openai4o_lnp,0.3911197
61,flan_snp,openai4o_snp,0.55653566
61,openai4m_lnp,flan_lnp,0.42178893
61,openai4m_lnp,flan_snp,0.42178893
61,openai4m_lnp,openai4m_lnp,0.55088687
61,openai4m_lnp,openai4m_snp,0.44149268
61,openai4m_lnp,openai4o_lnp,0.49865517
61,openai4m_lnp,openai4o_snp,0.43419582
61,openai4m_snp,flan_lnp,0.6140471
61,openai4m_snp,flan_snp,0.6140471
61,openai4m_snp,openai4m_lnp,0.44149268
61,openai4m_snp,openai4m_snp,0.7794831
61,openai4m_snp,openai4o_lnp,0.46015137
61,openai4m_snp,openai4o_snp,0.70878035
61,openai4o_lnp,flan_lnp,0.3911197
61,openai4o_lnp,flan_snp,0.3911197
61,openai4o_lnp,openai4m_lnp,0.49865514
61,openai4o_lnp,openai4m_snp,0.4601513
61,openai4o_lnp,openai4o_lnp,0.6606754
61,openai4o_lnp,openai4o_snp,0.47203472
61,openai4o_snp,flan_lnp,0.55653566
61,openai4o_snp,flan_snp,0.55653566
61,openai4o_snp,openai4m_lnp,0.4341958
61,openai4o_snp,openai4m_snp,0.70878035
61,openai4o_snp,openai4o_lnp,0.4720347
61,openai4o_snp,openai4o_snp,0.6889987
62,flan_lnp,flan_lnp,0.74341565
62,flan_lnp,flan_snp,0.74341565
62,flan_lnp,openai4m_lnp,0.6115063
62,flan_lnp,openai4m_snp,0.3826603
62,flan_lnp,openai4o_lnp,0.6115063
62,flan_lnp,openai4o_snp,0.5009229
62,flan_snp,flan_lnp,0.74341565
62,flan_snp,flan_snp,0.74341565
62,flan_snp,openai4m_lnp,0.6115063
62,flan_snp,openai4m_snp,0.3826603
62,flan_snp,openai4o_lnp,0.6115063
62,flan_snp,openai4o_snp,0.5009229
62,openai4m_lnp,flan_lnp,0.6115063
62,openai4m_lnp,flan_snp,0.6115063
62,openai4m_lnp,openai4m_lnp,0.73780876
62,openai4m_lnp,openai4m_snp,0.49187902
62,openai4m_lnp,openai4o_lnp,0.73780876
62,openai4m_lnp,openai4o_snp,0.52282095
62,openai4m_snp,flan_lnp,0.3826603
62,openai4m_snp,flan_snp,0.38266033
62,openai4m_snp,openai4m_lnp,0.49187905
62,openai4m_snp,openai4m_snp,0.59469783
62,openai4m_snp,openai4o_lnp,0.49187905
62,openai4m_snp,openai4o_snp,0.5317579
62,openai4o_lnp,flan_lnp,0.6115063
62,openai4o_lnp,flan_snp,0.6115063
62,openai4o_lnp,openai4m_lnp,0.73780876
62,openai4o_lnp,openai4m_snp,0.49187902
62,openai4o_lnp,openai4o_lnp,0.73780876
62,openai4o_lnp,openai4o_snp,0.52282095
62,openai4o_snp,flan_lnp,0.5009229
62,openai4o_snp,flan_snp,0.5009229
62,openai4o_snp,openai4m_lnp,0.52282095
62,openai4o_snp,openai4m_snp,0.53175795
62,openai4o_snp,openai4o_lnp,0.52282095
62,openai4o_snp,openai4o_snp,0.55293965
63,flan_lnp,flan_lnp,0.99999994
63,flan_lnp,flan_snp,0.38982573
63,flan_lnp,openai4m_lnp,0.4553043
63,flan_lnp,openai4m_snp,0.37522462
63,flan_lnp,openai4o_lnp,0.44897583
63,flan_lnp,openai4o_snp,0.46417177
63,flan_snp,flan_lnp,0.38982573
63,flan_snp,flan_snp,0.9193037
63,flan_snp,openai4m_lnp,0.6115762
63,flan_snp,openai4m_snp,0.62533617
63,flan_snp,openai4o_lnp,0.6117602
63,flan_snp,openai4o_snp,0.65229934
63,openai4m_lnp,flan_lnp,0.45530427
63,openai4m_lnp,flan_snp,0.61157626
63,openai4m_lnp,openai4m_lnp,0.97669744
63,openai4m_lnp,openai4m_snp,0.5646874
63,openai4m_lnp,openai4o_lnp,0.9087626
63,openai4m_lnp,openai4o_snp,0.7864003
63,openai4m_snp,flan_lnp,0.37522462
63,openai4m_snp,flan_snp,0.6253362
63,openai4m_snp,openai4m_lnp,0.5646874
63,openai4m_snp,openai4m_snp,0.99999994
63,openai4m_snp,openai4o_lnp,0.69870126
63,openai4m_snp,openai4o_snp,0.76387787
63,openai4o_lnp,flan_lnp,0.44897583
63,openai4o_lnp,flan_snp,0.61176026
63,openai4o_lnp,openai4m_lnp,0.9087625
63,openai4o_lnp,openai4m_snp,0.69870126
63,openai4o_lnp,openai4o_lnp,0.9409981
63,openai4o_lnp,openai4o_snp,0.8278396
63,openai4o_snp,flan_lnp,0.46417177
63,openai4o_snp,flan_snp,0.6522993
63,openai4o_snp,openai4m_lnp,0.78640014
63,openai4o_snp,openai4m_snp,0.76387787
63,openai4o_snp,openai4o_lnp,0.8278397
63,openai4o_snp,openai4o_snp,0.8304161
64,flan_lnp,flan_lnp,0.7849081
64,flan_lnp,flan_snp,0.7849081
64,flan_lnp,openai4m_lnp,0.6061582
64,flan_lnp,openai4m_snp,0.76261187
64,flan_lnp,openai4o_lnp,0.61245173
64,flan_lnp,openai4o_snp,0.77387774
64,flan_snp,flan_lnp,0.7849081
64,flan_snp,flan_snp,0.7849081
64,flan_snp,openai4m_lnp,0.6061582
64,flan_snp,openai4m_snp,0.76261187
64,flan_snp,openai4o_lnp,0.61245173
64,flan_snp,openai4o_snp,0.77387774
64,openai4m_lnp,flan_lnp,0.6061582
64,openai4m_lnp,flan_snp,0.6061582
64,openai4m_lnp,openai4m_lnp,0.7418474
64,openai4m_lnp,openai4m_snp,0.6099775
64,openai4m_lnp,openai4o_lnp,0.74398404
64,openai4m_lnp,openai4o_snp,0.61237407
64,openai4m_snp,flan_lnp,0.76261187
64,openai4m_snp,flan_snp,0.76261187
64,openai4m_snp,openai4m_lnp,0.6099774
64,openai4m_snp,openai4m_snp,0.81764084
64,openai4m_snp,openai4o_lnp,0.61633474
64,openai4m_snp,openai4o_snp,0.8084877
